"","Popularity","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","Release.Year","genreSimplified"
"9171",54,"false",0.72,0.79,1,-4.686,1,0.125,0.0383,0,0.156,0.755,102.068,4,2012,"Pop"
"9172",67,"true",0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,4,2019,"Other"
"9173",28,"false",0.653,0.826,9,-4.925,1,0.0338,0.0935,5.74e-05,0.314,0.708,128.024,4,1986,"Both"
"9174",2,"true",0.457,0.266,6,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,4,1988,"Rock"
"9175",72,"false",0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946,4,1995,"Pop"
"9176",43,"false",0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,4,2001,"Pop"
"9177",46,"false",0.573,0.876,1,-5.699,0,0.102,0.0362,0,0.095,0.895,161.888,4,2011,"Pop"
"9178",55,"false",0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,4,2020,"Pop"
"9179",2,"false",0.598,0.792,11,-4.043,0,0.0478,0.121,0,0.158,0.732,97.479,3,2015,"Both"
"9180",21,"false",0.628,0.771,6,-13.637,0,0.0536,0.0117,0.000986,0.203,0.793,122.091,4,2010,"Rock"
"9181",64,"false",0.721,0.769,7,-4.111,1,0.105,0.0922,0,0.0817,0.915,155.932,4,2022,"Pop"
"9182",17,"false",0.77,0.7,7,-3.211,1,0.065,0.0149,0,0.0577,0.707,110.062,4,2017,"Pop"
"9183",5,"false",0.405,0.21,2,-13.214,1,0.0279,0.584,0,0.139,0.174,100.577,3,1981,"Rock"
"9184",52,"false",0.774,0.85,0,-4.436,1,0.0326,0.0837,0,0.193,0.53,127.031,4,2010,"Pop"
"9186",43,"false",0.544,0.353,11,-7.275,0,0.0303,0.706,0,0.105,0.357,138.059,4,2020,"Pop"
"9187",58,"false",0.344,0.972,11,-3.653,0,0.116,8.48e-05,0,0.287,0.387,167.818,4,2006,"Pop"
"9190",65,"false",0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,4,1981,"Rock"
"9192",63,"false",0.348,0.907,5,-3.66,0,0.0497,0.000516,0,0.161,0.177,185.406,4,2004,"Pop"
"9193",71,"false",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,4,2017,"Pop"
"9195",58,"false",0.47,0.605,6,-6.12,1,0.0303,0.218,7.09e-06,0.0738,0.419,81.399,4,2008,"Rock"
"9196",66,"false",0.862,0.918,10,-7.325,0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,4,2011,"Pop"
"9197",66,"false",0.546,0.733,2,-7.073,1,0.0299,0.0399,1.11e-06,0.235,0.91,107.285,4,1976,"Pop"
"9199",35,"false",0.537,0.951,2,-5.035,1,0.0553,0.00135,0,0.157,0.632,135.466,4,1999,"Both"
"9200",55,"false",0.589,0.496,2,-7.606,1,0.0377,0.818,0,0.101,0.44,142.731,4,2021,"Pop"
"9203",66,"false",0.568,0.748,8,-6.538,1,0.0299,0.0627,2.13e-06,0.0947,0.647,96.588,4,1999,"Rock"
"9204",56,"false",0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,4,2013,"Pop"
"9205",38,"false",0.638,0.878,5,-3.639,0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4,2021,"Pop"
"9206",59,"false",0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,4,1963,"Pop"
"9208",64,"false",0.619,0.686,1,-9.014,0,0.0615,0.644,0,0.0996,0.757,76.923,4,1978,"Rock"
"9209",47,"false",0.867,0.714,4,-5.144,1,0.0662,0.0224,0.704,0.104,0.623,123.974,4,2007,"Other"
"9210",49,"true",0.685,0.62,4,-6.665,0,0.0406,0.19,0,0.158,0.372,82.52,4,1998,"Other"
"9211",39,"false",0.625,0.766,8,-3.939,1,0.0448,0.0501,0,0.0808,0.295,125.959,4,2021,"Pop"
"9212",44,"false",0.674,0.546,7,-11.461,0,0.0262,0.176,0.0045,0.0672,0.63,124.846,4,1997,"Both"
"9213",1,"false",0.77,0.689,4,-5.697,0,0.0385,0.14,0.000317,0.0625,0.847,134.121,4,2012,"Other"
"9214",51,"false",0.51,0.818,5,-5.626,1,0.0415,0.000722,0.000659,0.151,0.395,156.05,4,2003,"Rock"
"9217",45,"false",0.334,0.0736,1,-19.293,1,0.0329,0.924,0.17,0.112,0.12,132.36,4,1999,"Both"
"9218",55,"false",0.613,0.618,8,-11.831,0,0.257,0.568,0,0.727,0.94,172.741,4,2012,"Other"
"9219",84,"false",0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4,1980,"Rock"
"9220",66,"false",0.82,0.937,5,-4.81,0,0.0549,0.135,0.000122,0.35,0.906,130.992,4,1999,"Pop"
"9221",20,"false",0.256,0.335,9,-13.588,1,0.0313,0.74,0.0166,0.0857,0.415,198.745,4,1976,"Both"
"9222",46,"false",0.716,0.753,3,-12.407,1,0.0368,0.0532,0.000619,0.183,0.952,113.404,4,1974,"Rock"
"9223",29,"false",0.723,0.722,9,-13.763,1,0.0428,0.0184,0.0106,0.0665,0.917,95.262,4,1987,"Rock"
"9224",41,"false",0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4,2012,"Pop"
"9228",54,"false",0.737,0.93,1,-6.083,1,0.0534,0.237,1.57e-06,0.0911,0.965,103.191,4,2001,"Other"
"9229",67,"false",0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,4,1998,"Rock"
"9230",61,"false",0.676,0.786,1,-4.529,1,0.0478,0.197,0,0.0943,0.483,125.983,4,2020,"Pop"
"9232",31,"false",0.776,0.487,1,-7.931,1,0.0503,0.0608,0,0.081,0.832,133.07,4,2014,"Other"
"9233",6,"false",0.717,0.812,1,-3.329,0,0.0477,0.0843,0,0.345,0.815,127.934,4,2011,"Other"
"9234",60,"false",0.33,0.214,4,-17.699,0,0.0311,0.836,0.0701,0.178,0.275,147.795,4,1970,"Rock"
"9235",57,"false",0.496,0.527,6,-7.234,1,0.0339,0.195,0,0.138,0.283,155.932,4,2000,"Both"
"9237",62,"false",0.535,0.951,7,-5.859,1,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,4,2003,"Both"
"9238",59,"true",0.68,0.844,6,-1.729,1,0.299,0.23,0,0.0305,0.895,172.302,4,2004,"Other"
"9240",37,"false",0.438,0.399,7,-11.581,1,0.0285,0.458,6.11e-05,0.707,0.462,104.167,4,2007,"Other"
"9241",56,"false",0.628,0.722,2,-5.693,1,0.0277,0.197,0,0.108,0.58,118.004,4,2007,"Pop"
"9243",3,"false",0.374,0.772,3,-5.702,0,0.271,0.104,0,0.111,0.637,159.149,4,2015,"Pop"
"9244",9,"false",0.38,0.496,10,-10.103,1,0.0363,0.642,0.05,0.193,0.431,117.031,4,2008,"Other"
"9245",24,"false",0.721,0.983,9,-6.461,1,0.029,0.171,4.37e-05,0.263,0.776,129.017,4,2001,"Pop"
"9246",29,"false",0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4,2019,"Pop"
"9248",1,"false",0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,3,2001,"Pop"
"9250",85,"false",0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,1982,"Rock"
"9251",61,"false",0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,4,2004,"Other"
"9252",68,"false",0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4,2008,"Other"
"9253",76,"false",0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,4,2012,"Pop"
"9254",30,"false",0.367,0.707,0,-9.392,1,0.046,0.29,3.17e-05,0.505,0.525,127.7,4,1964,"Both"
"9256",49,"false",0.591,0.396,9,-14.753,1,0.0371,0.107,0,0.248,0.781,126.091,4,1975,"Other"
"9258",63,"false",0.693,0.822,1,-6.01,1,0.102,0.0995,1.73e-05,0.061,0.765,121.969,4,2008,"Pop"
"9261",60,"false",0.443,0.732,8,-6.748,1,0.0408,0.0246,2.2e-05,0.0675,0.49,80.769,4,2010,"Rock"
"9263",81,"false",0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,4,2001,"Both"
"9264",74,"false",0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,4,2004,"Pop"
"9265",29,"false",0.609,0.82,10,-4.469,0,0.0622,0.134,0,0.135,0.348,102.007,4,2015,"Pop"
"9266",66,"false",0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,4,2002,"Both"
"9267",34,"false",0.811,0.709,9,-4.504,1,0.0455,0.0849,1.86e-06,0.221,0.859,128.02,4,2012,"Pop"
"9268",38,"false",0.753,0.834,4,-6.516,1,0.115,0.212,2.93e-05,0.259,0.852,131.909,4,1982,"Rock"
"9269",71,"false",0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4,2001,"Pop"
"9271",3,"false",0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,4,2006,"Both"
"9272",52,"false",0.725,0.259,2,-10.959,1,0.0382,0.843,2.63e-06,0.112,0.2,133.849,4,2003,"Other"
"9274",27,"false",0.711,0.962,7,-4.007,1,0.121,0.245,0,0.125,0.641,123.831,4,2000,"Pop"
"9276",69,"false",0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,4,1977,"Rock"
"9278",50,"false",0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,4,2016,"Pop"
"9279",76,"false",0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4,1986,"Both"
"9280",14,"false",0.468,0.793,2,-7.069,0,0.0626,0.434,0,0.649,0.807,165.877,4,2002,"Rock"
"9282",72,"false",0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4,1971,"Rock"
"9284",43,"false",0.569,0.698,10,-7.078,0,0.0271,0.000813,0.00281,0.29,0.44,109.477,4,1996,"Rock"
"9285",84,"false",0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4,1978,"Rock"
"9286",79,"false",0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4,2020,"Pop"
"9289",54,"false",0.693,0.913,0,-3.035,1,0.0298,0.0542,6.87e-05,0.231,0.795,123.989,4,2020,"Other"
"9290",38,"false",0.488,0.364,7,-15.954,1,0.0321,0.0714,0,0.0756,0.544,79.707,4,1987,"Rock"
"9291",75,"true",0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,4,2011,"Pop"
"9293",38,"false",0.612,0.74,2,-6.249,1,0.0316,0.0604,5.04e-05,0.0469,0.634,93.996,4,1995,"Both"
"9294",77,"false",0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4,1970,"Rock"
"9297",30,"false",0.804,0.83,1,-2.154,1,0.0969,0.0135,1.98e-05,0.283,0.887,107.998,4,2014,"Pop"
"9298",40,"false",0.594,0.78,7,-5.876,0,0.0735,0.0863,0,0.202,0.359,100.019,4,2016,"Pop"
"9301",47,"false",0.728,0.928,1,-8.279,1,0.0423,0.000721,0.0054,0.0761,0.652,130.932,4,1995,"Other"
"9304",75,"false",0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,2016,"Pop"
"9305",61,"false",0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998,4,2020,"Pop"
"9307",71,"false",0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,4,1976,"Rock"
"9309",47,"false",0.616,0.977,1,-6.357,1,0.0827,0.0025,0.0124,0.942,0.744,119.303,4,2021,"Other"
"9310",38,"false",0.676,0.889,9,-5.483,1,0.148,0.0139,0,0.329,0.617,95.987,4,2010,"Pop"
"9312",58,"false",0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4,2018,"Pop"
"9313",63,"false",0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,4,1997,"Pop"
"9314",21,"false",0.56,0.561,8,-7.503,0,0.039,0.262,0,0.112,0.458,78.986,4,2015,"Pop"
"9315",25,"false",0.606,0.61,0,-13.231,1,0.0407,0.407,0.000759,0.0553,0.834,119.212,4,1985,"Rock"
"9316",56,"false",0.566,0.905,0,-5.093,1,0.0646,0.0045,0,0.21,0.792,83,4,2007,"Both"
"9317",55,"false",0.695,0.503,1,-12.91,1,0.0361,0.111,0.0134,0.0996,0.969,124.113,4,1981,"Rock"
"9319",73,"false",0.473,0.652,1,-10.171,0,0.0305,0.0132,1.13e-05,0.14,0.401,140.117,4,1993,"Both"
"9320",64,"false",0.665,0.582,9,-6.129,1,0.0517,0.197,0,0.112,0.663,107.042,4,2024,"Pop"
"9322",15,"false",0.877,0.422,10,-14.933,0,0.0546,0.04,0.000406,0.182,0.97,131.103,4,1980,"Other"
"9324",35,"false",0.744,0.851,7,-7.783,1,0.0336,0.0389,0,0.0722,0.961,135.014,4,2003,"Other"
"9325",46,"false",0.609,0.887,9,-4.749,0,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,4,2016,"Pop"
"9326",68,"false",0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,4,2007,"Pop"
"9327",37,"false",0.622,0.21,5,-16.335,1,0.0336,0.938,0.00143,0.298,0.662,101.617,4,2009,"Rock"
"9328",50,"false",0.689,0.789,11,-5.459,1,0.0342,0.0342,0.00129,0.104,0.895,130.01,4,2010,"Other"
"9329",59,"false",0.688,0.847,10,-3.238,0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4,2016,"Pop"
"9330",40,"false",0.644,0.645,3,-8.562,0,0.16,0.0123,1.75e-06,0.121,0.74,130.005,4,2015,"Pop"
"9331",39,"false",0.663,0.77,9,-4.056,1,0.0559,0.000648,0,0.0311,0.753,104.044,4,2020,"Pop"
"9332",59,"false",0.568,0.714,7,-7.139,1,0.0445,0.174,0,0.0429,0.955,146.338,4,2015,"Rock"
"9334",64,"false",0.579,0.705,6,-4.911,0,0.034,0.0273,0,0.0704,0.76,116.172,4,1979,"Rock"
"9335",2,"false",0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4,2021,"Pop"
"9337",8,"false",0.634,0.48,2,-13.191,1,0.0264,0.483,0.569,0.14,0.969,87.077,4,1995,"Other"
"9338",41,"false",0.649,0.443,9,-15.71,0,0.115,0.195,5.76e-05,0.0514,0.801,117.619,4,1996,"Other"
"9339",42,"false",0.708,0.96,8,-5.499,1,0.0418,0.00955,9.45e-06,0.0868,0.432,118.024,4,2010,"Pop"
"9340",70,"false",0.391,0.402,0,-9.961,0,0.0539,0.289,0,0.243,0.228,143.879,4,1975,"Rock"
"9341",29,"false",0.593,0.921,7,-2.661,1,0.0414,0.000202,0,0.358,0.722,114.016,4,2012,"Pop"
"9342",77,"false",0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,4,2008,"Pop"
"9345",56,"false",0.671,0.539,7,-6.08,1,0.0392,0.18,0,0.0748,0.934,94.98,4,2016,"Pop"
"9346",41,"false",0.784,0.66,0,-6.866,1,0.0431,0.0363,8.97e-05,0.259,0.453,130.016,4,2013,"Pop"
"9347",44,"false",0.633,0.714,5,-13.574,1,0.0325,0.193,0.000307,0.296,0.865,98.149,4,2012,"Other"
"9348",66,"false",0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,98.938,4,2017,"Both"
"9349",83,"false",0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,4,2014,"Pop"
"9351",58,"false",0.457,0.892,10,-5.926,0,0.0986,0.00338,4.46e-06,0.141,0.508,93.664,4,1999,"Pop"
"9352",57,"false",0.563,0.576,6,-6.495,1,0.0401,0.171,0,0.158,0.412,75.019,4,2020,"Pop"
"9353",70,"false",0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,4,1998,"Both"
"9355",11,"false",0.461,0.151,0,-12.513,1,0.0277,0.915,0.000585,0.195,0.326,72.466,4,2002,"Rock"
"9356",58,"false",0.637,0.89,7,-4.872,1,0.0676,0.119,6.5e-05,0.103,0.923,127.688,4,1973,"Rock"
"9357",20,"false",0.625,0.608,10,-10.832,0,0.0297,0.356,0,0.168,0.686,132.655,4,1990,"Pop"
"9359",53,"false",0.724,0.535,3,-7.616,0,0.0588,0.0477,0,0.0314,0.664,133.816,4,1998,"Pop"
"9360",21,"false",0.729,0.673,7,-11.078,1,0.0527,0.124,1.36e-05,0.312,0.546,127.36,4,1963,"Rock"
"9361",74,"false",0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,4,1967,"Both"
"9365",86,"false",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,2008,"Pop"
"9366",77,"false",0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4,2018,"Pop"
"9368",57,"false",0.406,0.441,2,-11.318,1,0.0299,0.718,1.71e-06,0.196,0.42,109.099,3,1967,"Other"
"9369",48,"false",0.531,0.549,8,-7.895,1,0.0378,0.363,0,0.118,0.681,171.781,4,2010,"Both"
"9371",63,"false",0.681,0.893,7,-8.485,1,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,4,1994,"Both"
"9374",83,"false",0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,2008,"Rock"
"9375",73,"false",0.406,0.338,0,-10.872,1,0.0303,0.195,2.57e-06,0.138,0.379,132.875,4,1969,"Rock"
"9376",42,"false",0.629,0.921,0,-5.777,1,0.0484,0.0969,0.000891,0.191,0.256,137.991,4,2004,"Other"
"9377",23,"false",0.689,0.733,11,-4.541,0,0.069,0.169,0,0.164,0.482,125.014,4,2011,"Pop"
"9379",75,"false",0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4,2018,"Pop"
"9380",42,"false",0.464,0.215,6,-9.962,1,0.0317,0.899,1.07e-06,0.108,0.149,130.859,4,2013,"Both"
"9382",65,"false",0.637,0.528,1,-9.837,1,0.0394,0.163,0,0.122,0.781,106.949,4,1977,"Rock"
"9383",37,"false",0.736,0.489,9,-9.717,1,0.0575,0.396,2.3e-06,0.0492,0.862,121.365,4,2006,"Other"
"9384",5,"false",0.794,0.745,9,-11.367,0,0.037,0.273,0.000414,0.143,0.706,124.249,4,1992,"Other"
"9385",2,"false",0.351,0.928,1,-3.71,1,0.0759,0.00113,0,0.0988,0.239,148.03,4,2004,"Rock"
"9387",40,"false",0.708,0.591,11,-5.825,1,0.0348,0.415,0,0.117,0.618,120.976,4,2018,"Pop"
"9388",69,"false",0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486,4,2015,"Pop"
"9389",51,"false",0.571,0.654,2,-11.034,0,0.0501,0.551,0,0.0599,0.947,117.955,4,1982,"Other"
"9390",81,"false",0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,4,2019,"Pop"
"9393",47,"false",0.667,0.412,1,-7.544,1,0.0353,0.817,0,0.107,0.82,83.816,4,1999,"Pop"
"9394",49,"false",0.426,0.92,10,-3.243,0,0.0599,0.0559,0,0.245,0.296,145.944,4,2006,"Both"
"9395",40,"false",0.393,0.765,11,-5.924,1,0.0481,0.0172,0,0.227,0.274,81.088,4,1999,"Pop"
"9396",60,"false",0.766,0.376,10,-8.622,0,0.0267,0.252,0.00861,0.0908,0.257,109.944,4,2010,"Other"
"9397",20,"false",0.508,0.779,4,-4.976,1,0.0291,0.0335,7.17e-06,0.348,0.851,135.327,4,2004,"Rock"
"9399",17,"false",0.746,0.804,10,-7.167,0,0.0424,0.00618,0.0199,0.0536,0.662,110.07,4,2007,"Other"
"9400",52,"false",0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,4,2021,"Pop"
"9401",73,"true",0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4,2021,"Pop"
"9402",68,"true",0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4,2022,"Pop"
"9404",53,"false",0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,4,2016,"Other"
"9405",73,"true",0.747,0.716,11,-2.457,0,0.0751,0.135,0,0.251,0.751,125.006,4,2011,"Pop"
"9407",12,"false",0.392,0.483,2,-5.847,1,0.03,0.386,1.18e-06,0.0838,0.231,71.117,4,2007,"Other"
"9408",74,"false",0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,4,1969,"Rock"
"9411",47,"false",0.628,0.953,10,-4.989,0,0.0626,0.00276,0.0132,0.427,0.515,111.134,4,2021,"Other"
"9413",33,"false",0.718,0.895,2,-10.228,1,0.0373,0.00498,3.08e-06,0.385,0.656,107.571,4,1987,"Rock"
"9414",59,"false",0.79,0.729,9,-3.843,1,0.334,0.0342,9.31e-05,0.0411,0.904,159.989,4,2020,"Pop"
"9416",72,"false",0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,2015,"Pop"
"9417",58,"false",0.436,0.562,11,-6.106,1,0.0278,0.0102,0.000278,0.198,0.24,150.066,4,2014,"Pop"
"9419",18,"false",0.717,0.667,1,-6.49,1,0.0712,0.0172,0,0.114,0.497,119.971,4,2011,"Pop"
"9421",57,"false",0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,5,2015,"Other"
"9422",70,"false",0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,4,1970,"Rock"
"9423",54,"false",0.531,0.658,4,-7.382,1,0.0382,0.412,0.00272,0.16,0.461,78.896,4,1998,"Both"
"9424",36,"false",0.62,0.604,7,-12.134,1,0.0326,0.409,0,0.133,0.883,100.486,4,1994,"Both"
"9426",47,"false",0.677,0.896,5,-7.701,1,0.045,0.125,4.57e-05,0.0576,0.894,91.811,4,1998,"Both"
"9428",40,"false",0.431,0.817,7,-5.479,1,0.0324,0.000211,1.23e-05,0.124,0.664,169.926,4,2004,"Rock"
"9429",51,"false",0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,4,2015,"Pop"
"9430",34,"false",0.497,0.883,7,-5.819,1,0.0689,0.0365,0,0.927,0.61,101.994,4,2003,"Both"
"9431",55,"false",0.557,0.74,6,-10.999,1,0.0879,0.0018,0.422,0.148,0.801,114.379,4,1990,"Other"
"9432",40,"false",0.581,0.586,6,-6.636,1,0.0594,0.319,0,0.11,0.389,132.851,4,2015,"Pop"
"9435",47,"false",0.608,0.603,2,-6.792,1,0.0271,0.0143,1.22e-05,0.0833,0.49,88.824,4,2001,"Other"
"9436",2,"false",0.311,0.389,10,-9.514,1,0.0307,0.839,1.35e-05,0.111,0.661,72.558,4,2016,"Other"
"9437",78,"false",0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,4,2014,"Pop"
"9438",18,"false",0.225,0.507,6,-8.835,1,0.0371,0.854,3.22e-05,0.0928,0.432,77.65,4,2008,"Rock"
"9439",33,"false",0.598,0.801,11,-8.964,0,0.0921,0.00212,2e-06,0.0998,0.502,165.022,4,1998,"Other"
"9440",23,"false",0.531,0.42,2,-12.926,1,0.041,0.527,0.000109,0.0792,0.245,167.642,4,1993,"Both"
"9442",44,"false",0.291,0.313,0,-16.17,1,0.0347,0.177,0.000552,0.0828,0.341,77.893,4,1969,"Rock"
"9443",55,"false",0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,4,1972,"Rock"
"9445",39,"false",0.607,0.68,1,-9.15,1,0.0384,0.154,2.76e-06,0.242,0.545,139.976,4,2012,"Other"
"9446",52,"false",0.48,0.832,11,-5.663,1,0.0426,0.137,0,0.354,0.648,186.875,4,2007,"Other"
"9448",73,"false",0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,4,1981,"Both"
"9449",68,"false",0.431,0.543,10,-9.96,1,0.0394,0.122,0.000123,0.0598,0.44,77.507,4,1972,"Rock"
"9451",72,"false",0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,4,1962,"Other"
"9455",82,"false",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,2016,"Pop"
"9456",29,"false",0.778,0.269,4,-13.433,0,0.0491,0.565,0.0632,0.279,0.774,120.112,4,2006,"Other"
"9457",78,"false",0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,4,1977,"Rock"
"9458",52,"false",0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,4,1974,"Other"
"9459",53,"false",0.648,0.464,7,-11.592,1,0.0287,0.426,4.93e-06,0.262,0.512,142.924,4,1993,"Other"
"9461",58,"false",0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,4,2009,"Pop"
"9462",21,"false",0.489,0.653,2,-6.944,1,0.0456,0.409,0.000125,0.268,0.77,172.647,4,2004,"Other"
"9463",15,"false",0.608,0.579,8,-11.609,1,0.158,0.24,0,0.143,0.949,180.973,4,2020,"Pop"
"9464",1,"false",0.571,0.636,10,-6.877,1,0.0305,0.0222,0,0.0748,0.96,145.241,3,2003,"Other"
"9465",63,"false",0.676,0.948,5,-2.557,1,0.0632,0.0501,8.91e-06,0.384,0.728,136.027,4,2004,"Pop"
"9466",45,"false",0.682,0.846,4,-2.34,1,0.0309,0.00312,0,0.161,0.761,130.077,4,2014,"Pop"
"9467",84,"false",0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,2014,"Pop"
"9468",54,"true",0.661,0.744,9,-4.928,1,0.0505,0.0374,0.0016,0.0667,0.37,100.139,4,2011,"Other"
"9469",30,"false",0.45,0.528,5,-11.241,1,0.0292,0.152,0.000693,0.0691,0.238,138.863,4,1986,"Other"
"9470",68,"false",0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4,2020,"Pop"
"9471",42,"false",0.838,0.617,8,-6.462,1,0.0513,0.0156,0.00205,0.084,0.427,129.01,4,2021,"Pop"
"9473",63,"false",0.488,0.464,1,-9.496,1,0.0284,0.742,0,0.57,0.709,109.853,4,1966,"Both"
"9474",45,"false",0.602,0.706,4,-10.358,1,0.0358,0.164,1e-05,0.421,0.654,120.045,4,1990,"Both"
"9476",88,"false",0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,4,2022,"Pop"
"9478",1,"false",0.274,0.237,7,-11.636,1,0.0314,0.873,0,0.16,0.275,116.018,4,2001,"Other"
"9479",54,"false",0.28,0.384,2,-9.845,0,0.031,0.114,1.33e-06,0.0831,0.143,77.949,4,1987,"Both"
"9481",69,"false",0.641,0.428,5,-9.29,0,0.024,0.0666,0,0.0579,0.53,149.705,3,1991,"Other"
"9483",17,"false",0.549,0.88,7,-5.105,1,0.0489,0.00309,0,0.33,0.542,155.985,4,2006,"Both"
