"","Popularity","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","Release.Year","genreSimplified"
"5203",86,"true",0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,2022,"Pop"
"5204",64,"false",0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,4,1973,"Rock"
"5205",53,"false",0.331,0.277,7,-11.035,1,0.0295,0.723,0.00263,0.181,0.366,112.78,4,1965,"Rock"
"5206",58,"false",0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,4,2003,"Both"
"5207",27,"false",0.374,0.724,1,-12.004,0,0.0366,0.0293,0.000195,0.314,0.649,178.261,4,1981,"Rock"
"5208",73,"false",0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,4,1977,"Rock"
"5211",72,"false",0.621,0.8,4,-7.284,0,0.0344,0.0264,1.53e-05,0.059,0.968,149.908,4,1973,"Rock"
"5214",17,"false",0.472,0.609,0,-7.398,1,0.0276,0.00689,0,0.157,0.379,153.945,4,2002,"Rock"
"5215",60,"false",0.522,0.755,9,-6.95,1,0.0524,0.0517,6.63e-05,0.0781,0.637,151.796,4,1977,"Rock"
"5216",77,"false",0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,4,2015,"Pop"
"5217",63,"false",0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,4,1965,"Other"
"5218",78,"false",0.597,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.276,4,2018,"Pop"
"5219",1,"false",0.662,0.71,1,-4.945,0,0.0364,0.0603,0,0.119,0.465,121.979,4,2013,"Both"
"5220",54,"false",0.673,0.732,2,-6.989,1,0.0255,0.0908,0,0.254,0.778,118.763,4,1981,"Rock"
"5221",63,"false",0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,4,1997,"Both"
"5222",4,"false",0.434,0.149,1,-15.618,1,0.0282,0.87,0.812,0.0911,0.306,76.455,4,2014,"Other"
"5223",25,"false",0.706,0.807,10,-7.719,0,0.0387,0.000683,0.016,0.203,0.766,108.755,4,1993,"Pop"
"5224",66,"false",0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.701,4,2000,"Both"
"5225",51,"false",0.532,0.613,0,-7.64,1,0.0576,0.326,0,0.292,0.493,106.081,4,2016,"Pop"
"5226",20,"false",0.693,0.394,9,-10.263,1,0.033,0.93,1.53e-05,0.121,0.657,148.806,4,2006,"Rock"
"5227",24,"true",0.862,0.645,11,-8.288,1,0.437,0.0115,0,0.206,0.552,140.117,4,2021,"Other"
"5228",16,"false",0.575,0.577,10,-14.909,0,0.033,0.178,0.000125,0.0461,0.751,83.071,4,2015,"Rock"
"5229",1,"false",0.801,0.645,1,-6.93,1,0.0356,0.0457,0,0.0357,0.824,110.01,4,2003,"Pop"
"5232",37,"false",0.629,0.698,6,-5.639,0,0.103,0.0472,0.00152,0.0949,0.73,89.969,4,2015,"Pop"
"5233",35,"false",0.626,0.369,2,-8.491,1,0.0514,0.293,0.000211,0.0733,0.701,115.831,4,2006,"Other"
"5234",73,"false",0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,1,1997,"Pop"
"5236",47,"false",0.571,0.87,8,-3.877,0,0.0644,0.0198,6.57e-06,0.0564,0.811,172.716,4,2005,"Pop"
"5238",65,"false",0.528,0.447,4,-15.255,1,0.0435,0.189,0,0.0745,0.292,72.58,4,1985,"Other"
"5240",46,"false",0.684,0.464,0,-9.37,0,0.0298,0.267,0.00103,0.0994,0.55,92.132,4,1994,"Both"
"5241",67,"false",0.628,0.907,4,-6.047,1,0.0412,0.0471,0.0579,0.0635,0.954,118.724,4,1983,"Both"
"5244",37,"false",0.698,0.932,4,-7.484,1,0.0503,0.0233,0.000261,0.399,0.836,150.02,4,1995,"Other"
"5245",4,"false",0.692,0.85,7,-4.739,1,0.194,0.0401,1.33e-06,0.305,0.754,130.01,4,2012,"Other"
"5246",50,"false",0.701,0.72,5,-1.948,0,0.0475,0.0518,0,0.199,0.761,134.962,4,2014,"Pop"
"5247",69,"false",0.655,0.697,11,-4.421,1,0.0493,0.0359,0,0.0646,0.802,86.704,4,2015,"Pop"
"5248",50,"false",0.486,0.819,2,-5.334,1,0.0711,0.000226,0,0.0366,0.439,101.536,4,1999,"Rock"
"5249",27,"false",0.713,0.988,0,-5.455,0,0.0338,0.0276,0.0255,0.102,0.0354,134.04,4,2012,"Other"
"5250",46,"false",0.613,0.912,2,-4.638,1,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,4,1985,"Both"
"5251",53,"false",0.643,0.526,1,-15.147,0,0.0349,0.214,4.21e-06,0.069,0.881,105.922,4,1976,"Rock"
"5252",57,"false",0.497,0.802,9,-5.807,1,0.0404,0.0154,0.000219,0.0775,0.402,112.287,4,2008,"Rock"
"5254",67,"true",0.866,0.749,2,-3.977,1,0.253,0.15,0,0.0614,0.891,92.069,4,2003,"Pop"
"5255",43,"false",0.694,0.618,7,-12.261,0,0.0575,0.0411,2.42e-05,0.0659,0.737,101.004,4,1979,"Rock"
"5256",33,"false",0.408,0.28,0,-12.409,1,0.0302,0.846,0,0.64,0.466,71.544,4,1970,"Rock"
"5257",36,"false",0.71,0.788,7,-9.783,1,0.0376,0.219,6.05e-05,0.357,0.841,125.008,4,1987,"Other"
"5258",62,"false",0.537,0.882,0,-2.306,1,0.0403,0.00035,9.06e-05,0.12,0.81,145.73,4,2005,"Rock"
"5260",51,"false",0.58,0.203,9,-15.214,0,0.0646,0.286,0,0.0866,0.609,138.793,4,1988,"Pop"
"5261",72,"false",0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,4,1982,"Other"
"5262",31,"false",0.712,0.906,6,-2.596,0,0.0357,0.0138,2.19e-05,0.169,0.703,118.002,4,2014,"Pop"
"5263",64,"false",0.703,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.981,4,2010,"Pop"
"5264",41,"false",0.613,0.703,1,-4.926,1,0.0297,0.0479,4.43e-06,0.0726,0.464,121.046,4,2015,"Both"
"5266",69,"false",0.636,0.623,5,-7.016,1,0.0603,0.468,0.00453,0.351,0.389,100.026,4,2017,"Pop"
"5267",49,"false",0.664,0.679,9,-9.08,0,0.0298,0.154,0.000307,0.0694,0.722,104.851,4,2004,"Pop"
"5269",48,"false",0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,4,2013,"Pop"
"5270",15,"false",0.637,0.879,0,-8.324,0,0.0648,0.0896,0.000536,0.141,0.954,122.476,4,2011,"Other"
"5272",31,"false",0.815,0.851,1,-3.667,0,0.178,0.0284,0,0.343,0.674,99.915,4,2002,"Other"
"5273",67,"false",0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4,2014,"Pop"
"5274",58,"false",0.608,0.584,4,-9.727,0,0.0235,0.186,0,0.129,0.714,82.226,4,1991,"Rock"
"5275",87,"false",0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3,2024,"Pop"
"5276",36,"false",0.565,0.408,2,-8.781,1,0.0267,0.579,0,0.103,0.153,125.896,4,1997,"Other"
"5277",40,"false",0.472,0.377,7,-10.096,1,0.0304,0.85,0,0.255,0.588,116.456,4,1989,"Other"
"5278",84,"false",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,4,1986,"Rock"
"5279",70,"false",0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,5,2013,"Pop"
"5280",67,"false",0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,4,1999,"Pop"
"5281",57,"false",0.644,0.73,1,-6.565,1,0.0287,0.00215,0.00178,0.233,0.695,116.981,4,2010,"Both"
"5283",68,"false",0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,4,1968,"Rock"
"5284",25,"false",0.7,0.935,7,-4.857,1,0.095,0.00338,0,0.286,0.741,130.024,4,2005,"Both"
"5285",9,"false",0.628,0.577,0,-7.361,1,0.0305,0.631,0.00117,0.13,0.693,113.15,4,2011,"Rock"
"5288",58,"false",0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,4,2017,"Pop"
"5289",8,"false",0.733,0.911,8,-4.892,1,0.054,0.259,0,0.758,0.845,118,4,1994,"Other"
"5291",71,"false",0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,4,1973,"Rock"
"5292",59,"false",0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,4,2004,"Rock"
"5293",43,"false",0.499,0.583,7,-9.191,1,0.0322,0.464,0.00747,0.0971,0.194,151.999,4,2005,"Other"
"5295",48,"false",0.794,0.613,3,-8.711,1,0.0295,0.329,2.67e-06,0.0764,0.823,110.738,4,1990,"Both"
"5296",2,"false",0.837,0.877,1,-7.314,1,0.0498,0.0864,0.0141,0.0337,0.962,101.088,4,1997,"Other"
"5297",68,"false",0.747,0.662,1,-7.9,0,0.0796,0.0118,0,0.138,0.63,88.926,4,1998,"Other"
"5298",58,"false",0.671,0.283,3,-14.198,1,0.0508,0.831,0.000818,0.0911,0.331,80.806,3,1986,"Rock"
"5301",12,"false",0.781,0.734,0,-6.777,1,0.0511,0.0309,0,0.216,0.964,124.55,4,2012,"Other"
"5302",78,"false",0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,4,1988,"Other"
"5304",22,"false",0.4,0.341,4,-9,1,0.0521,0.579,0,0.21,0.0852,102.744,4,2019,"Pop"
"5305",84,"false",0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,4,2023,"Other"
"5306",58,"true",0.504,0.76,4,-4.246,1,0.0426,0.286,0,0.151,0.64,183.933,4,2020,"Pop"
"5308",29,"false",0.436,0.622,7,-7.074,1,0.157,0.37,1.06e-06,0.0833,0.935,177.278,4,1995,"Both"
"5310",43,"false",0.49,0.455,7,-10.708,1,0.0312,0.821,0.257,0.221,0.413,80.371,3,2003,"Both"
"5312",58,"false",0.863,0.475,9,-7.195,0,0.0487,0.0086,0.114,0.122,0.586,124.964,4,2014,"Other"
"5315",70,"false",0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,2014,"Pop"
"5316",41,"false",0.952,0.882,2,-2.634,1,0.217,0.0537,1.82e-05,0.314,0.9,133.051,4,2022,"Pop"
"5319",28,"false",0.145,0.637,5,-4.411,1,0.0403,0.427,1.21e-06,0.316,0.347,171.892,3,1972,"Pop"
"5321",1,"false",0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.864,142.726,4,1995,"Both"
"5323",35,"false",0.6,0.89,4,-4.106,0,0.0427,0.0791,0.00222,0.3,0.668,177.995,4,2020,"Pop"
"5326",82,"false",0.715,0.372,5,-8.237,1,0.0443,0.638,0,0.169,0.474,91.931,4,2017,"Pop"
"5327",33,"false",0.531,0.648,0,-10.648,1,0.0412,0.649,0.501,0.442,0.589,116.572,4,1999,"Other"
"5328",80,"false",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4,2014,"Both"
"5331",55,"false",0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027,4,2007,"Other"
"5332",49,"false",0.536,0.977,1,-6.379,1,0.0658,0.000243,0.74,0.441,0.346,140.07,4,2001,"Other"
"5333",60,"true",0.412,0.548,10,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293,4,2016,"Pop"
"5335",71,"false",0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,4,1979,"Rock"
"5337",71,"false",0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4,2013,"Pop"
"5338",25,"false",0.541,0.305,5,-14.475,1,0.0385,0.826,2.29e-06,0.148,0.515,146.596,4,1994,"Other"
"5340",61,"false",0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,4,1997,"Pop"
"5341",55,"false",0.827,0.576,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,4,2014,"Pop"
"5342",28,"false",0.558,0.323,2,-13.495,1,0.0304,0.873,0.000204,0.118,0.542,109.774,4,2000,"Rock"
"5344",57,"false",0.795,0.48,3,-8.556,1,0.0688,0.243,0,0.271,0.723,149.919,4,2020,"Pop"
"5346",60,"false",0.733,0.652,7,-9.101,1,0.0696,0.419,2.37e-06,0.521,0.459,99.998,4,2011,"Pop"
"5349",11,"false",0.848,0.566,8,-6.288,1,0.0878,0.281,0.00816,0.051,0.723,100.051,4,2016,"Pop"
"5350",54,"false",0.8,0.767,0,-13.148,0,0.103,0.52,0.333,0.312,0.737,128.175,4,1983,"Rock"
"5352",50,"false",0.612,0.501,8,-6.197,1,0.0283,0.473,0,0.108,0.175,116.43,4,1999,"Pop"
"5353",60,"false",0.705,0.524,3,-14.051,1,0.026,0.236,1.3e-05,0.0767,0.798,129.847,4,1985,"Pop"
"5354",69,"false",0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,1979,"Both"
"5355",52,"false",0.664,0.613,0,-7.56,1,0.0273,0.00294,0.000129,0.175,0.193,96.6,3,2011,"Both"
"5357",65,"false",0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,4,2001,"Pop"
"5358",56,"false",0.807,0.887,1,-3.892,1,0.275,0.00381,0,0.391,0.78,160.517,4,2016,"Other"
"5359",30,"false",0.752,0.679,10,-5.127,0,0.0396,0.0205,0,0.133,0.607,122.979,4,2021,"Pop"
"5360",42,"false",0.673,0.489,5,-11.68,1,0.0263,0.00163,0.000657,0.0365,0.851,108.981,4,1991,"Rock"
"5363",65,"false",0.678,0.933,2,-4.959,1,0.14,0.0734,0,0.0863,0.336,120.572,4,2014,"Pop"
"5364",59,"false",0.705,0.745,7,-7.455,1,0.0862,0.467,0.00425,0.122,0.526,142.014,4,2014,"Pop"
"5365",46,"false",0.494,0.712,5,-5.438,1,0.0272,0.00257,1.06e-06,0.362,0.04,87.917,4,2006,"Both"
"5366",61,"false",0.544,0.691,7,-7.056,1,0.028,0.0409,0.000164,0.108,0.312,95.451,4,1996,"Both"
"5367",34,"false",0.548,0.518,2,-8.037,1,0.0288,0.506,0,0.435,0.617,122.811,4,1968,"Both"
"5368",61,"true",0.693,0.879,0,-3.988,1,0.0578,0.193,0,0.124,0.753,127.457,4,2010,"Pop"
"5371",31,"false",0.53,0.797,8,-5.671,1,0.0344,0.000627,0.0112,0.104,0.248,115.456,4,2013,"Both"
"5373",38,"false",0.397,0.381,3,-8.553,1,0.0294,0.835,0,0.0829,0.423,148.649,4,2007,"Rock"
"5374",11,"false",0.46,0.775,9,-2.634,1,0.0884,0.00269,0,0.14,0.582,131.72,4,2012,"Other"
"5375",16,"false",0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,2015,"Pop"
"5377",55,"true",0.818,0.732,9,-4.253,1,0.209,0.0997,0.0389,0.074,0.37,130.063,4,2002,"Pop"
"5378",58,"false",0.624,0.824,6,-5.501,1,0.0445,0.0167,0.00029,0.138,0.366,97.012,4,2017,"Pop"
"5380",58,"false",0.421,0.822,2,-4.415,1,0.0542,0.0132,0,0.092,0.751,171.935,4,2011,"Both"
"5382",77,"false",0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4,2014,"Pop"
"5383",71,"false",0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,4,1981,"Other"
"5384",65,"false",0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.418,159.929,4,2004,"Other"
"5386",55,"false",0.653,0.789,0,-5.669,1,0.0522,0.378,0,0.276,0.834,91.787,4,2004,"Pop"
"5389",60,"false",0.687,0.583,7,-10.224,1,0.0639,0.225,0,0.105,0.211,95.138,4,1993,"Other"
"5390",24,"false",0.629,0.91,2,-8.572,1,0.0312,0.409,0.000261,0.0665,0.808,128.237,4,1989,"Pop"
"5391",57,"false",0.52,0.364,0,-9.484,1,0.0427,0.76,1.36e-05,0.251,0.716,184.244,4,1977,"Rock"
"5393",49,"false",0.759,0.788,5,-5.11,1,0.0351,0.525,0,0.223,0.703,117.201,4,2015,"Other"
"5394",14,"false",0.754,0.764,2,-6.419,1,0.0344,0.0416,0.00692,0.077,0.984,115.146,4,2001,"Both"
"5395",30,"false",0.856,0.633,11,-6.429,0,0.34,0.0718,0,0.112,0.77,109.011,4,2013,"Pop"
"5396",41,"false",0.403,0.858,0,-5.107,1,0.0389,0.000294,0,0.0743,0.364,146.763,4,2009,"Rock"
"5397",20,"false",0.525,0.342,3,-10.902,1,0.0266,0.673,0,0.212,0.193,95.864,4,2007,"Other"
"5399",15,"false",0.787,0.874,8,-2.814,1,0.0717,0.044,0,0.329,0.959,133.984,4,2016,"Other"
"5400",70,"false",0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,4,2017,"Both"
"5402",38,"false",0.763,0.839,0,-3.437,1,0.117,0.429,0,0.109,0.655,104.977,4,2017,"Pop"
"5404",45,"false",0.836,0.806,5,-4.837,0,0.12,0.0646,0,0.193,0.892,108.118,4,2002,"Other"
"5406",11,"false",0.565,0.966,2,-5.752,1,0.0437,0.121,0.0395,0.115,0.948,122.079,4,2006,"Pop"
"5407",60,"false",0.502,0.855,4,-3.27,0,0.0305,0.152,0.000488,0.106,0.337,86.968,4,1991,"Other"
"5408",25,"false",0.469,0.47,5,-4.103,1,0.028,0.719,0,0.12,0.229,92.995,5,2014,"Pop"
"5410",66,"false",0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,4,1970,"Rock"
"5411",66,"false",0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,4,2000,"Both"
"5412",30,"false",0.811,0.835,2,-4.927,1,0.269,0.00318,0,0.2,0.53,181.843,4,2018,"Pop"
"5416",37,"false",0.917,0.603,2,-9.541,1,0.13,0.172,0,0.0489,0.696,113.951,4,1991,"Both"
"5418",25,"false",0.511,0.638,0,-7.202,1,0.046,0.226,0,0.0609,0.205,60.03,4,2014,"Pop"
"5419",49,"false",0.593,0.726,9,-6.011,1,0.0298,0.00116,0.00495,0.111,0.634,100.412,4,2002,"Pop"
"5420",20,"false",0.504,0.902,0,-4.414,1,0.0724,0.000149,0.000614,0.0914,0.624,131.576,4,1974,"Rock"
"5421",66,"false",0.554,0.74,9,-7.706,1,0.0799,0.693,7.19e-05,0.225,0.803,133.363,4,1973,"Rock"
"5423",63,"false",0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,4,2008,"Both"
"5424",74,"false",0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,4,1975,"Rock"
"5426",37,"false",0.797,0.552,7,-14.86,1,0.0303,0.117,0.00132,0.0806,0.967,104.988,4,2010,"Other"
"5427",68,"false",0.479,0.601,7,-8.806,1,0.0319,0.0823,0.00141,0.111,0.669,124.966,4,1973,"Rock"
"5430",55,"false",0.812,0.507,1,-8.825,0,0.0452,0.0399,0.0831,0.0671,0.729,114.832,4,1979,"Rock"
"5432",25,"false",0.505,0.765,8,-4.744,0,0.0279,0.163,0,0.196,0.352,93.971,4,2005,"Rock"
"5434",8,"false",0.484,0.491,1,-9.964,0,0.0489,0.733,0,0.0813,0.62,104.309,4,2016,"Other"
"5438",4,"false",0.67,0.855,0,-4.34,1,0.0778,0.151,0,0.0811,0.801,84.487,4,2019,"Rock"
"5439",16,"false",0.475,0.606,9,-8.672,0,0.0313,0.802,3.12e-05,0.743,0.659,113.766,4,2011,"Other"
"5440",12,"false",0.451,0.914,4,-3.245,0,0.0809,0.00116,6.77e-06,0.13,0.557,163.017,4,2007,"Other"
"5441",57,"true",0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,3,2015,"Pop"
"5442",2,"false",0.599,0.589,0,-7.727,0,0.197,0.689,0.00813,0.145,0.96,145.171,4,2015,"Rock"
"5443",37,"false",0.695,0.697,0,-5.605,1,0.0358,0.0591,0,0.0645,0.523,106.067,4,2021,"Pop"
"5444",75,"false",0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,4,1979,"Rock"
"5445",50,"false",0.538,0.432,2,-11.882,1,0.0295,0.000185,0.309,0.139,0.116,110.181,4,1987,"Rock"
"5446",33,"false",0.235,0.213,1,-8.764,1,0.0339,0.828,5.07e-05,0.113,0.153,70.075,4,2018,"Pop"
"5447",58,"false",0.431,0.721,9,-10.123,1,0.0528,0.063,0,0.12,0.668,156.12,4,1995,"Other"
"5449",58,"false",0.768,0.919,0,-6.066,1,0.0416,0.109,1.14e-06,0.366,0.862,116.649,4,1996,"Other"
"5450",46,"false",0.742,0.674,8,-7.648,0,0.0354,0.788,0,0.0698,0.964,116.53,4,2003,"Both"
"5452",34,"false",0.654,0.647,9,-4.354,1,0.0469,0.0778,0,0.0323,0.91,89.988,4,2004,"Pop"
"5453",47,"false",0.393,0.965,5,-2.078,1,0.0734,0.00912,0,0.385,0.37,134.919,4,2008,"Pop"
"5454",86,"false",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4,2018,"Pop"
"5455",1,"false",0.648,0.667,2,-5.294,0,0.065,0.137,2.1e-05,0.0797,0.217,102.966,4,2017,"Pop"
"5456",23,"false",0.694,0.413,3,-9.1,1,0.0268,0.348,0,0.124,0.542,109.967,4,2016,"Other"
"5458",17,"false",0.537,0.54,6,-8.036,1,0.0506,0.124,0,0.804,0.82,77.817,4,1965,"Both"
"5459",63,"false",0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,4,2004,"Pop"
"5460",78,"true",0.727,0.552,2,-8.074,0,0.14,0.226,0.00016,0.198,0.607,168.19,4,2002,"Pop"
"5461",39,"false",0.7,0.35,0,-11.343,1,0.0295,0.782,0,0.116,0.117,113.059,4,1998,"Rock"
"5462",32,"false",0.795,0.755,9,-7.929,0,0.0413,0.0784,7.75e-05,0.353,0.853,120.184,4,1986,"Both"
"5463",63,"false",0.725,0.859,7,-6.208,1,0.0636,0.0173,0.0137,0.048,0.53,131.697,4,1981,"Both"
"5464",23,"false",0.614,0.704,6,-5.459,1,0.0287,0.489,0.000908,0.113,0.6,102.437,4,2009,"Other"
"5465",69,"false",0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,4,2010,"Pop"
"5467",24,"false",0.343,0.831,4,-7.199,1,0.0531,0.167,0.000416,0.0855,0.566,157.312,3,1994,"Both"
"5470",69,"false",0.715,0.715,5,-7.364,1,0.0902,0.0526,0,0.0936,0.507,134.922,4,2015,"Pop"
"5471",61,"false",0.665,0.909,4,-4.806,1,0.0316,0.00185,0,0.109,0.891,118.03,4,2015,"Pop"
"5472",21,"false",0.798,0.655,0,-8.071,1,0.0387,0.381,1.09e-06,0.477,0.828,111.98,4,2018,"Pop"
"5474",41,"false",0.643,0.503,9,-11.481,0,0.0296,0.0119,0.00663,0.437,0.816,117.88,4,1988,"Rock"
"5476",48,"false",0.59,0.874,6,-2.583,0,0.0263,0.0179,6.46e-06,0.134,0.607,125.018,4,2012,"Pop"
"5478",84,"false",0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,2011,"Rock"
"5481",41,"false",0.584,0.489,8,-6.182,1,0.0277,0.755,0,0.133,0.777,121.891,4,2005,"Rock"
"5482",13,"false",0.575,0.425,10,-8.821,1,0.055,0.739,1.48e-05,0.112,0.15,144.004,4,2021,"Pop"
"5483",61,"false",0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,4,1965,"Rock"
"5484",32,"false",0.714,0.66,9,-12.813,1,0.0482,0.0137,2.83e-05,0.0787,0.922,131.881,4,1985,"Rock"
"5485",34,"false",0.575,0.638,4,-5.747,1,0.0365,0.0533,0,0.0979,0.295,107.946,4,2021,"Pop"
"5486",48,"false",0.553,0.406,9,-10.498,1,0.028,0.0524,0.686,0.125,0.231,108.713,4,1981,"Other"
"5487",30,"false",0.699,0.851,0,-4.886,1,0.0425,0.0276,0,0.167,0.399,118.164,4,1990,"Both"
"5488",46,"false",0.476,0.86,1,-5.976,0,0.0331,0.171,0.0309,0.235,0.894,121.715,4,1966,"Both"
"5489",62,"false",0.497,0.296,9,-10.756,1,0.0302,0.431,0,0.106,0.171,62.204,4,1978,"Both"
"5490",15,"false",0.603,0.668,3,-7.521,1,0.0522,0.59,0,0.145,0.725,134.311,4,1993,"Both"
"5491",66,"false",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,4,2017,"Other"
"5492",78,"false",0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,2016,"Pop"
"5494",32,"false",0.628,0.637,0,-13.175,1,0.0294,0.151,0.00109,0.262,0.755,110.447,4,1981,"Other"
"5495",52,"false",0.542,0.786,9,-5.251,1,0.0438,0.79,2.14e-05,0.102,0.967,158.37,4,1962,"Both"
"5496",56,"false",0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,4,2002,"Pop"
"5497",22,"false",0.408,0.282,8,-7.534,1,0.0312,0.891,0.00346,0.099,0.347,123.351,4,1993,"Both"
"5498",59,"false",0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,4,2012,"Pop"
"5500",37,"false",0.389,0.634,4,-6.362,0,0.137,0.017,0,0.101,0.27,169.539,4,2014,"Pop"
"5501",12,"false",0.731,0.519,0,-9.994,1,0.0421,0.264,4.3e-06,0.0932,0.633,92.999,4,2001,"Rock"
"5502",73,"false",0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4,2016,"Pop"
"5503",18,"false",0.545,0.933,5,-4.91,1,0.0378,0.000515,0.000451,0.109,0.23,116.51,4,2014,"Pop"
"5504",47,"false",0.909,0.628,5,-10.664,1,0.0722,0.0481,0.291,0.0967,0.697,130.65,4,1999,"Other"
"5506",19,"false",0.521,0.738,2,-8.567,1,0.0456,0.129,1.26e-06,0.33,0.71,131.384,4,2016,"Pop"
"5508",79,"true",0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,4,2023,"Pop"
"5509",39,"false",0.595,0.702,5,-5.463,1,0.0278,0.0818,0,0.317,0.572,87.977,4,2015,"Both"
"5510",72,"false",0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00133,0.142,0.444,130.008,4,2011,"Pop"
"5511",40,"false",0.571,0.77,0,-5.498,1,0.0314,0.0534,1.02e-06,0.129,0.613,141.996,4,2009,"Both"
"5512",78,"false",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4,2023,"Pop"
"5513",32,"false",0.681,0.907,6,-9.592,0,0.03,0.302,0.0289,0.103,0.964,115.945,4,1990,"Rock"
"5517",50,"false",0.404,0.654,0,-7.894,1,0.0399,0.246,0.049,0.137,0.312,168.428,4,2013,"Both"
"5519",21,"false",0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4,2011,"Pop"
"5521",53,"false",0.552,0.977,7,-6.153,1,0.102,0.00522,0,0.102,0.322,134.888,4,2003,"Other"
